0.000	0
0.103	0
0.206	3
0.308	0
0.411	0
0.514	2
0.617	1
0.720	18
0.823	46
0.925	65
1.028	76
1.131	89
1.234	88
1.337	101
1.440	87
1.542	111
1.645	107
1.748	109
1.851	93
1.954	106
2.057	92
2.159	95
2.262	92
2.365	89
2.468	73
2.571	95
2.674	79
2.776	86
2.879	97
2.982	86
3.085	70
3.188	68
3.290	69
3.393	55
3.496	60
3.599	58
3.702	58
3.805	59
3.907	63
4.010	42
4.113	63
4.216	44
4.319	51
4.422	57
4.524	50
4.627	45
4.730	28
4.833	53
4.936	51
5.039	39
5.141	48
5.244	37
5.347	40
5.450	35
5.553	38
5.656	42
5.758	38
5.861	38
5.964	39
6.067	43
6.170	44
6.272	36
6.375	37
6.478	33
6.581	34
6.684	25
6.787	30
6.889	21
6.992	25
7.095	23
7.198	21
7.301	29
7.404	34
7.506	27
7.609	29
7.712	34
7.815	24
7.918	34
8.021	29
8.123	30
8.226	34
8.329	27
8.432	32
8.535	34
8.638	31
8.740	27
8.843	24
8.946	36
9.049	24
9.152	22
9.254	29
9.357	29
9.460	31
9.563	33
9.666	32
9.769	38
9.871	26
9.974	24
10.077	29
10.180	21
10.283	31
10.386	23
10.488	21
10.591	32
10.694	33
10.797	23
10.900	26
11.003	25
11.105	30
11.208	32
11.311	20
11.414	42
11.517	30
11.620	27
11.722	22
11.825	18
11.928	24
12.031	28
12.134	33
12.237	27
12.339	49
12.442	73
12.545	110
12.648	285
12.751	314
12.853	582
12.956	373
13.059	289
13.162	161
13.265	83
13.368	32
13.470	18
13.573	27
13.676	18
13.779	24
13.882	23
13.985	17
14.087	22
14.190	26
14.293	25
14.396	26
14.499	20
14.602	18
14.704	21
14.807	26
14.910	21
15.013	26
15.116	16
15.219	22
15.321	18
15.424	11
15.527	15
15.630	17
15.733	13
15.835	21
15.938	11
16.041	22
16.144	23
16.247	17
16.350	19
16.452	8
16.555	16
16.658	9
16.761	13
16.864	9
16.967	10
17.069	13
17.172	11
17.275	16
17.378	14
17.481	17
17.584	17
17.686	16
17.789	12
17.892	13
17.995	16
18.098	10
18.201	10
18.303	8
18.406	9
18.509	17
18.612	11
18.715	10
18.817	12
18.920	12
19.023	14
19.126	9
19.229	15
19.332	15
19.434	19
19.537	11
19.640	3
19.743	17
19.846	12
19.949	15
20.051	3
20.154	11
20.257	11
20.360	6
20.463	9
20.566	11
20.668	14
20.771	26
20.874	56
20.977	171
21.080	219
21.183	371
21.285	213
21.388	147
21.491	113
21.594	43
21.697	24
21.799	10
21.902	11
22.005	9
22.108	7
22.211	13
22.314	8
22.416	13
22.519	23
22.622	11
22.725	7
22.828	9
22.931	15
23.033	9
23.136	10
23.239	6
23.342	8
23.445	13
23.548	12
23.650	12
23.753	10
23.856	10
23.959	17
24.062	12
24.165	12
24.267	14
24.370	17
24.473	9
24.576	50
24.679	76
24.781	149
24.884	209
24.987	175
25.090	122
25.193	58
25.296	32
25.398	30
25.501	12
25.604	15
25.707	6
25.810	17
25.913	11
26.015	13
26.118	15
26.221	8
26.324	13
26.427	11
26.530	9
26.632	9
26.735	14
26.838	15
26.941	5
27.044	13
27.147	5
27.249	14
27.352	7
27.455	12
27.558	10
27.661	4
27.763	11
27.866	8
27.969	16
28.072	8
28.175	8
28.278	10
28.380	7
28.483	6
28.586	9
28.689	13
28.792	5
28.895	7
28.997	10
29.100	6
29.203	14
29.306	11
29.409	10
29.512	9
29.614	10
29.717	12
29.820	9
29.923	27
30.026	34
30.129	52
30.231	55
30.334	47
30.437	40
30.540	12
30.643	25
30.746	18
30.848	6
30.951	11
31.054	7
31.157	12
31.260	7
31.362	17
31.465	12
31.568	7
31.671	14
31.774	5
31.877	11
31.979	11
32.082	11
32.185	12
32.288	9
32.391	14
32.494	2
32.596	19
32.699	35
32.802	52
32.905	99
33.008	74
33.111	70
33.213	72
33.316	30
33.419	33
33.522	8
33.625	15
33.728	5
33.830	16
33.933	10
34.036	2
34.139	6
34.242	8
34.344	11
34.447	9
34.550	10
34.653	11
34.756	13
34.859	11
34.961	11
35.064	12
35.167	9
35.270	5
35.373	14
35.476	3
35.578	16
35.681	7
35.784	11
35.887	9
35.990	5
36.093	10
36.195	4
36.298	8
36.401	11
36.504	7
36.607	7
36.710	11
36.812	16
36.915	16
37.018	77
37.121	60
37.224	108
37.326	113
37.429	75
37.532	48
37.635	21
37.738	15
37.841	8
37.943	4
38.046	12
38.149	9
38.252	16
38.355	12
38.458	13
38.560	10
38.663	5
38.766	10
38.869	9
38.972	9
39.075	11
39.177	14
39.280	26
39.383	30
39.486	59
39.589	40
39.692	52
39.794	36
39.897	21
40.000	18
